BAS_DD,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,NAV,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,INVSTASST_NETASST_TOTAMT,LIST_SHRS,IDX_IND_NM,OBJ_STKPRC_IDX,CMPPREVDD_IDX,FLUC_RT_IDX
20240902,466400,1Q 25-08 회사채(A+이상)액티브,105710,0,0.00,105699.81,105730,105730,105700,407,43023920,111946890000,111936102519,1059000,KIS 2025-08만기형 크레딧 A+이상 지수(총수익),119.64,0.00,0.00
20240902,451060,1Q K200액티브,11500,-70,-0.61,11538.52,11565,11565,11415,27152,312834045,139725000000,140193019998,12150000,코스피 200,362.09,0.54,0.15
20240902,463290,1Q 단기금융채액티브,104765,20,0.02,104755.84,104755,104765,104755,20895,2188962615,229330585000,230358094832,2189000,MK 머니마켓 지수(총수익),13934.67,0.97,0.01
20240902,479080,1Q 머니마켓액티브,50910,5,0.01,50904.14,50905,50910,50905,162612,8278465645,331933200000,331894968962,6520000,KIS-하나 MMF 지수(총수익),113.89,0.01,0.01
20240902,472350,1Q 차이나H(H),11260,-275,-2.38,11441.06,11535,11535,11255,53,597835,14638000000,14873380738,1300000,Hang Seng China H,6212.19,-152.78,-2.40
20240902,473440,ACE 11월만기자동연장회사채AA-이상액티브,10350,0,0.00,10345.83,10350,10350,10345,7049,72943470,120370500000,121356612321,11630000,KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,116.56,0.01,0.01
20240902,105190,ACE 200,36635,-150,-0.41,36703.61,36795,36795,36240,21546,785338785,514721750000,513850569350,14050000,코스피 200,362.09,0.54,0.15
20240902,332500,ACE 200TR,23650,-85,-0.36,23676.23,23785,23785,23400,14961,352681125,40205000000,40249599250,1700000,코스피 200 TR,463.23,0.69,0.15
20240902,448880,ACE 24-12 회사채(AA-이상)액티브,105465,10,0.01,105456.19,105475,105475,105455,246,25944075,212933835000,212916049240,2019000,KIS 크레딧 2412만기형 총수익지수,112.70,0.01,0.01
20240902,461260,ACE 25-06 회사채(AA-이상)액티브,10620,5,0.05,10614.59,10620,10620,10615,1771,18804380,113103000000,119414157049,10650000,KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),119.58,0.00,0.00
