BAS_DD,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,NAV,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,INVSTASST_NETASST_TOTAMT,LIST_SHRS,IDX_IND_NM,OBJ_STKPRC_IDX,CMPPREVDD_IDX,FLUC_RT_IDX
20230601,105190,ACE 200,34050,-185,-0.54,34087.09,34125,34200,33960,135246,4609694190,435840000000,436314807097,12800000,코스피 200,338.08,-1.04,-0.31
20230601,332500,ACE 200TR,21575,-85,-0.39,21580.47,21645,21655,21515,548,11819775,30205000000,30212664184,1400000,코스피 200 TR,421.75,-1.30,-0.31
20230601,448870,ACE 23-12 회사채(AA-이상)액티브,103685,20,0.02,103667.86,103665,103715,103650,48950,5076803780,168591810000,171155639135,1626000,KIS 크레딧 2312만기형 총수익지수,108.82,0.01,0.01
20230601,448880,ACE 24-12 회사채(AA-이상)액티브,105655,75,0.07,105618.67,105695,105695,105640,2264,239214800,129638685000,129594102534,1227000,KIS 크레딧 2412만기형 총수익지수,106.97,-0.02,-0.02
20230601,385600,ACE 2차전지&친환경차액티브,11390,-5,-0.04,11370.79,11425,11425,11320,921,10485290,17085000000,17056184183,1500000,FnGuide 친환경 자동차 밸류체인 지수,1677.74,-4.03,-0.24
20230601,385590,ACE ESG액티브,7565,-15,-0.20,7568.48,7555,7565,7555,22,166220,24964500000,24975995018,3300000,MSCI Korea Country ESG Leaders Custom Capped Price return Index,1583.15,1.73,0.11
20230601,380340,ACE Fn5G플러스,7505,15,0.20,7493.91,7415,7505,7390,2350,17437210,5253500000,5245737514,700000,FnGuide 5G플러스 지수 (시장가격),1499.50,0.89,0.06
20230601,226380,ACE Fn성장소비주도주,6245,10,0.16,6244.65,6270,6270,6230,48,299805,6245000000,6244653071,1000000,FnGuide 성장소비주도 지수,2070.99,6.54,0.32
20230601,414270,ACE G2전기차&자율주행액티브,8700,-50,-0.57,8654.63,8750,8750,8640,40559,351978000,80910000000,79622594350,9300000,FactSet US-China Electric&Autonomous Vehicle Price Return Index,236.01,2.12,0.91
20230601,411060,ACE KRX금현물,11940,-35,-0.29,11949.55,11975,12120,11930,66585,799127665,70446000000,70502367809,5900000,KRX 금현물지수,1960.24,0.70,0.04
20230601,225130,ACE 골드선물 레버리지(합성 H),17130,95,0.56,17203.04,17300,17300,17125,5803,99845430,10278000000,10321822796,600000,S&P GSCI GOLD Index Excess Return,139.48,0.94,0.68
20230601,365780,ACE 국고채10년,87205,-115,-0.13,87170.20,87280,87400,87125,4814,419910895,102553080000,102512150640,1176000,KIS 10년 국고채 지수 (총수익),14958.83,-31.98,-0.21
20230601,114460,ACE 국고채3년,102970,-45,-0.04,103003.11,103020,103080,102920,170,17507715,30891000000,30900934040,300000,KTB INDEX(시장가격),10359.96,-7.24,-0.07
20230601,299070,ACE 국채선물10년인버스,109170,0,0.00,109272.51,109170,109170,109170,8,873360,5458500000,5463625377,50000,10년국채선물지수,1196.50,-2.67,-0.22
20230601,299080,ACE 국채선물3년인버스,106270,0,0.00,106312.35,0,0,0,0,0,5313500000,5315617636,50000,국채선물지수,1225.65,-1.18,-0.10
20230601,411050,ACE 글로벌메타버스테크액티브,8315,-70,-0.83,8434.31,8385,8385,8280,8050,66926800,14135500000,14338331338,1700000,Bloomberg Global Digital Media & Tech Select Price Return Index,2974.60,29.08,0.99
20230601,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14510,-450,-3.01,14465.48,14605,14605,14300,197614,2861938355,62393000000,63648115943,4300000,Solactive Global Semiconductor TOP4 Plus Price Return Index,2795.56,-74.74,-2.60
20230601,435040,ACE 글로벌브랜드TOP10블룸버그,11815,-55,-0.46,11797.73,11865,11865,11780,3644,43013005,11224250000,11207841195,950000,Bloomberg Global Select Industry Leaders TOP10 Index(PR),3137.16,16.01,0.51
20230601,440640,ACE 단기채권알파액티브,102720,45,0.04,102679.85,102720,102725,102710,116,11915295,46943040000,46924693501,457000,KIS 단기채권알파AA-이상 총수익지수,111.52,0.01,0.01
