BAS_DD,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,NAV,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,INVSTASST_NETASST_TOTAMT,LIST_SHRS,IDX_IND_NM,OBJ_STKPRC_IDX,CMPPREVDD_IDX,FLUC_RT_IDX
20230201,105190,ACE 200,32910,355,1.09,32946.36,32750,32965,32670,11660,382735285,429475500000,426655384775,13050000,코스피 200,321.19,3.93,1.24
20230201,332500,ACE 200TR,20395,200,0.99,20439.41,20365,20455,20275,1140,23182805,28553000000,28615180124,1400000,코스피 200 TR,400.17,4.90,1.24
20230201,448870,ACE 23-12 회사채(AA-이상)액티브,102270,75,0.07,102274.02,102250,102275,102250,3751,383618775,147166530000,147172313171,1439000,KIS 크레딧 2312만기형 총수익지수,107.39,0.04,0.04
20230201,448880,ACE 24-12 회사채(AA-이상)액티브,103950,110,0.11,104003.39,103890,103975,103890,4025,418429400,55821150000,55849819295,537000,KIS 크레딧 2412만기형 총수익지수,105.65,0.13,0.12
20230201,385590,ACE ESG액티브,7330,55,0.76,7371.79,7325,7330,7325,45,329650,24189000000,24326895915,3300000,MSCI Korea Country ESG Leaders Custom Capped Price return Index,1523.08,17.80,1.18
20230201,380340,ACE Fn5G플러스,7085,55,0.78,7101.39,7080,7085,7045,41,289875,4959500000,4970976123,700000,FnGuide 5G플러스 지수 (시장가격),1410.65,18.69,1.34
20230201,226380,ACE Fn성장소비주도주,6490,-25,-0.38,6496.70,6475,6490,6450,1124,7293460,6490000000,6496697589,1000000,FnGuide 성장소비주도 지수,2146.48,-10.22,-0.47
20230201,414270,ACE G2전기차&자율주행액티브,8965,270,3.11,8885.49,8800,8980,8800,26175,233405160,84271000000,83523585623,9400000,FactSet US-China Electric&Autonomous Vehicle Price Return Index,271.47,9.77,3.73
20230201,411060,ACE KRX금현물,11005,65,0.59,10979.73,10945,11015,10945,53647,590104525,48422000000,48310826430,4400000,KRX 금현물지수,1796.81,11.03,0.62
20230201,225130,ACE 골드선물 레버리지(합성 H),17215,20,0.12,17465.78,17315,17420,17215,4706,81209360,12050500000,12226047615,700000,S&P GSCI GOLD Index Excess Return,138.34,-0.18,-0.13
