BAS_DD,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,NAV,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,INVSTASST_NETASST_TOTAMT,LIST_SHRS,IDX_IND_NM,OBJ_STKPRC_IDX,CMPPREVDD_IDX,FLUC_RT_IDX
20250513,451060,1Q K200액티브,11245,20,0.18,11284.74,11245,11325,11225,20375,229216272,121446000000,120182473476,10800000,코스피 200,347.17,0.09,0.03
20250513,0026S0,1Q 미국S&P500,10045,230,2.34,10086.34,10095,10095,10005,342539,3439061446,79355500000,77664796494,7900000,S&P 500,5886.55,42.36,0.72
20250513,0004G0,1Q 미국배당30,9085,170,1.91,9116.79,9105,9105,9035,8440,76369558,5451000000,5470071943,600000,Solactive U.S. Dividend 30 Index PR,4149.93,-36.45,-0.87
20250513,472350,1Q 차이나H(H),15190,50,0.33,15431.5,15500,15500,15190,237,3641175,18228000000,18517796990,1200000,Hang Seng China H,8386.21,9.98,0.12
20250513,495330,1Q 코리아밸류업,10340,105,1.03,10339.11,10510,10510,10285,10552,109134820,24816000000,24813861885,2400000,코리아 밸류업 지수,1045.48,6.19,0.60
20250513,105190,ACE 200,34980,100,0.29,35032.91,34990,35165,34880,296313,10357873575,425007000000,429153163162,12150000,코스피 200,347.17,0.09,0.03
20250513,332500,ACE 200TR,23115,70,0.3,23151.69,23245,23250,23055,5538,128111730,36984000000,37042703664,1600000,코스피 200 TR,453.20,0.12,0.03
20250513,385600,ACE 2차전지&친환경차액티브,5805,-65,-1.11,5817.37,5895,5930,5795,10638,62167452,12771000000,12798219521,2200000,FnGuide 친환경 자동차 밸류체인 지수,1045.97,-14.43,-1.36
20250513,469150,ACE AI반도체포커스,13075,-5,-0.04,13079.33,13410,13410,13010,84525,1110464311,38571250000,38584015687,2950000,FnGuide AI 반도체 포커스 지수(시장가격),1639.58,-1.09,-0.07
20250513,385590,ACE ESG액티브,7775,40,0.52,7792.33,7800,7800,7775,12,93550,18660000000,18701600455,2400000,MSCI Korea Country ESG Leaders Custom Capped Price return Index,1503.17,2.21,0.15
20250513,380340,ACE Fn5G플러스,8840,40,0.45,8841.32,9010,9010,8800,218,1932340,5304000000,5304793213,600000,FnGuide 5G플러스 지수 (시장가격),1768.56,-0.70,-0.04
