BAS_DD,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,NAV,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,INVSTASST_NETASST_TOTAMT,LIST_SHRS,IDX_IND_NM,OBJ_STKPRC_IDX,CMPPREVDD_IDX,FLUC_RT_IDX
20250520,451060,1Q K200액티브,11255,20,0.18,11282.68,11295,11350,11245,13365,150806605,119865750000,120160514407,10650000,코스피 200,347.02,0.45,0.13
20250520,0026S0,1Q 미국S&P500,10080,35,0.35,10126.34,10125,10150,10075,206060,2083970166,78624000000,77972833662,7800000,S&P 500,5940.46,-23.14,-0.39
20250520,0004G0,1Q 미국배당30,9040,40,0.44,9070.22,9020,9085,9020,2512,22735454,5424000000,5442129990,600000,Solactive U.S. Dividend 30 Index PR,4233.82,1.70,0.04
20250520,472350,1Q 차이나H(H),15495,190,1.24,15244.94,15360,15505,15325,3447,53242930,18594000000,18293924826,1200000,Hang Seng China H,8570.81,110.26,1.30
20250520,495330,1Q 코리아밸류업,10370,10,0.1,10381.64,10490,10490,10370,2573,26705495,24888000000,24915933396,2400000,코리아 밸류업 지수,1049.92,3.70,0.35
20250520,105190,ACE 200,34970,75,0.21,35015.39,35195,35250,34955,43304,1518943325,423137000000,420184738108,12100000,코스피 200,347.02,0.45,0.13
20250520,332500,ACE 200TR,23170,80,0.35,23141.65,23265,23300,23125,1087,25206615,37072000000,37026638413,1600000,코스피 200 TR,453.01,0.59,0.13
20250520,385600,ACE 2차전지&친환경차액티브,5500,-130,-2.31,5495.9,5670,5670,5480,14607,80834202,12100000000,12090985479,2200000,FnGuide 친환경 자동차 밸류체인 지수,988.38,-22.61,-2.24
20250520,469150,ACE AI반도체포커스,13075,90,0.69,13071.41,13180,13365,13050,47723,628977167,38571250000,38560673014,2950000,FnGuide AI 반도체 포커스 지수(시장가격),1638.69,4.05,0.25
20250520,385590,ACE ESG액티브,7800,65,0.84,7798.54,7815,7815,7800,46,359445,18720000000,18716501899,2400000,MSCI Korea Country ESG Leaders Custom Capped Price return Index,1505.95,8.19,0.55
20250520,380340,ACE Fn5G플러스,8635,-15,-0.17,8641.37,8745,8745,8630,48,415565,5181000000,5184824129,600000,FnGuide 5G플러스 지수 (시장가격),1728.83,-2.68,-0.15
20250520,226380,ACE Fn성장소비주도주,6265,45,0.72,6286.25,6265,6285,6260,692,4340570,5638500000,5657623092,900000,FnGuide 성장소비주도 지수,2084.23,17.01,0.82
20250520,475050,ACE KPOP포커스,11430,300,2.7,11423.62,11255,11470,11195,698201,7957325275,120586500000,119376857706,10550000,iSelect K-POP 포커스지수(시장가격),2860.58,69.65,2.50
20250520,0021D0,ACE TDF2030액티브,10135,65,0.65,10129.53,10150,10150,10135,2507,25413009,10135000000,10129526885,1000000,Bloomberg Multi Asset Target-date 2030 KRW Index,2539.53,0.26,0.01
20250520,0021E0,ACE TDF2050액티브,10115,55,0.55,10132.96,10130,10170,10105,5709,57893085,11632250000,11652899522,1150000,Bloomberg Multi Asset Target-date 2050 KRW Index,2937.54,-2.55,-0.09
20250520,483340,ACE 구글밸류체인액티브,9990,105,1.06,10028.91,9915,10075,9915,32647,327458200,21978000000,21562159367,2200000,KEDI 글로벌 AI 클라우드 지수,4508.53,-24.20,-0.53
20250520,494340,ACE 글로벌AI맞춤형반도체,10460,105,1.01,10526.79,10360,10600,10360,4316,45175058,14121000000,14211172590,1350000,Solactive AI Custom Semiconductor Index(PR),5094.35,-6.36,-0.12
20250520,411050,ACE 글로벌메타버스테크액티브,13600,130,0.97,13608.18,13490,13695,13490,762,10374960,12240000000,12247359965,900000,Bloomberg Global Digital Media & Tech Select Price Return Index,5108.02,18.12,0.36
20250520,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,25625,260,1.03,25768.25,25605,25925,25510,43980,1129896664,330562500000,329833639004,12900000,Solactive Global Semiconductor TOP4 Plus Price Return Index,4757.34,4.59,0.10
20250520,435040,ACE 글로벌브랜드TOP10블룸버그,17115,25,0.15,17155.73,17095,17160,16975,3562,60672032,12836250000,12866798389,750000,Bloomberg Global Select Industry Leaders TOP10 Index(PR),4377.59,-8.92,-0.20
20250520,497510,ACE 글로벌빅파마,9655,75,0.78,9650.71,9580,9665,9480,858,8208690,7724000000,7720569982,800000,Solactive Global Big Pharma Index (Price Return),1683.17,9.79,0.59
20250520,460960,ACE 글로벌인컴TOP10 SOLACTIVE,10715,40,0.37,10682.03,10710,10725,10680,10347,110757211,60539750000,60353480187,5650000,Solactive Global Superior Income TOP 10 Price Return Index,755.36,-0.80,-0.11
20250520,414270,ACE 글로벌자율주행액티브,11385,-40,-0.35,11418.54,11680,11680,11300,36814,419672724,43832250000,43390436419,3850000,FactSet US-China Electric&Autonomous Vehicle Price Return Index,257.67,1.59,0.62
20250520,494330,ACE 라이프자산주주가치액티브,11200,35,0.31,11184.12,11245,11250,11145,14996,168225714,30800000000,30756333074,2750000,FnGuide 기업가치 지수(시장가격),1658.35,11.36,0.69
20250520,265690,ACE 러시아MSCI(합성),8535,0,0.0,48.63,0,0,0,0,0,15789750000,89956516,1850000,MSCI Russia 25% Capped Price Return Index,-,-,-
20250520,152500,ACE 레버리지,6655,20,0.3,6659.61,6710,6765,6640,8629,57889680,9317000000,9323449485,1400000,코스피 200,347.02,0.45,0.13
