BAS_DD,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,NAV,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,INVSTASST_NETASST_TOTAMT,LIST_SHRS,IDX_IND_NM,OBJ_STKPRC_IDX,CMPPREVDD_IDX,FLUC_RT_IDX
20230801,105190,ACE 200,35460,535,1.53,35515.81,35000,35490,35000,17838,631262650,475164000000,475911821025,13400000,코스피 200,351.00,5.38,1.56
20230801,332500,ACE 200TR,22475,375,1.70,22481.41,22195,22475,22195,13567,303692710,33712500000,33722118405,1500000,코스피 200 TR,439.29,6.73,1.56
20230801,448870,ACE 23-12 회사채(AA-이상)액티브,104390,15,0.01,104381.98,104390,104400,104390,449,46873530,182578110000,178075656697,1749000,KIS 크레딧 2312만기형 총수익지수,109.55,0.02,0.02
20230801,448880,ACE 24-12 회사채(AA-이상)액티브,106260,-5,0.00,106272.71,106270,106290,106260,674,71634400,132931260000,132947153971,1251000,KIS 크레딧 2412만기형 총수익지수,107.58,0.05,0.05
20230801,461260,ACE 25-06 회사채(AA-이상)액티브,10055,5,0.05,10046.58,10050,10060,10050,5721,57517050,62441550000,62389243503,6210000,KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),113.65,0.07,0.06
20230801,461270,ACE 26-06 회사채(AA-이상)액티브,10045,5,0.05,10037.87,10040,10050,10035,10884,109310315,83172600000,84318134647,8280000,KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),111.41,0.12,0.11
20230801,385600,ACE 2차전지&친환경차액티브,15140,-410,-2.64,15103.63,15935,15935,14880,355337,5512110525,27252000000,27186541826,1800000,FnGuide 친환경 자동차 밸류체인 지수,2036.59,-23.27,-1.13
20230801,385590,ACE ESG액티브,8130,35,0.43,8142.20,8120,8150,8100,1479,12003415,26016000000,26055033539,3200000,MSCI Korea Country ESG Leaders Custom Capped Price return Index,1634.89,29.71,1.85
20230801,380340,ACE Fn5G플러스,9205,345,3.89,9184.93,8900,9205,8900,3467,31274505,6443500000,6429448812,700000,FnGuide 5G플러스 지수 (시장가격),1839.14,70.70,4.00
20230801,226380,ACE Fn성장소비주도주,5905,95,1.64,5907.83,5855,5905,5835,589,3453775,5905000000,5907831957,1000000,FnGuide 성장소비주도 지수,1962.34,33.04,1.71
20230801,414270,ACE G2전기차&자율주행액티브,9940,105,1.07,9981.44,9850,10025,9850,106171,1056547710,86478000000,83844065196,8700000,FactSet US-China Electric&Autonomous Vehicle Price Return Index,279.41,-1.68,-0.60
20230801,411060,ACE KRX금현물,11575,90,0.78,11545.97,11490,11605,11490,42192,488458450,77552500000,78512614833,6700000,KRX 금현물지수,1895.88,8.21,0.43
20230801,225130,ACE 골드선물 레버리지(합성 H),16610,-5,-0.03,16913.78,16820,16820,16575,770,12829685,9966000000,10148270070,600000,S&P GSCI GOLD Index Excess Return,135.62,-2.09,-1.52
20230801,365780,ACE 국고채10년,86535,290,0.34,86407.56,86325,86585,86325,8065,697639850,286863525000,286441061517,3315000,KIS 10년 국고채 지수 (총수익),14832.06,35.02,0.24
